d_loss,g_loss,epoch,batch
6.544007778167725,-0.4204624891281128,0,0
4.776827335357666,-0.8506177663803101,0,10
4.345155715942383,-0.9514263272285461,0,20
4.898415565490723,-0.9746733903884888,0,30
4.45579719543457,-0.9825096726417542,0,40
4.273271560668945,-0.9857354164123535,0,50
3.937117338180542,-0.9875108003616333,0,60
4.100876331329346,-0.9912531971931458,0,70
3.874718189239502,-0.9937418699264526,0,80
3.250491142272949,-0.9949855208396912,0,90
3.0279462337493896,-0.994620144367218,0,100
3.726422071456909,-0.9956423044204712,0,110
2.9090209007263184,-0.9966449737548828,0,120
3.00248122215271,-0.9967681169509888,0,130
3.0954298973083496,-0.9965048432350159,0,140
2.5382838249206543,-0.9969532489776611,0,150
3.064704179763794,-0.9976893663406372,0,160
2.9088878631591797,-0.9978241920471191,0,170
2.805907726287842,-0.9983450174331665,0,180
2.8989920616149902,-0.9980550408363342,0,190
2.6147775650024414,-0.9978842735290527,0,200
2.6281332969665527,-0.9983946084976196,0,210
2.6345412731170654,-0.9983405470848083,0,220
2.5826358795166016,-0.9984807968139648,0,230
2.284278154373169,-0.9986531734466553,0,240
2.4312469959259033,-0.9988898038864136,0,250
2.4935717582702637,-0.9985225796699524,0,260
2.417510986328125,-0.9988721609115601,0,270
2.541020631790161,-0.99895179271698,0,280
2.215719699859619,-0.9990463256835938,0,290
2.1340246200561523,-0.9990559816360474,0,300
2.260625123977661,-0.9991011619567871,0,310
2.078305244445801,-0.999008059501648,0,320
2.348872661590576,-0.9989898800849915,0,330
2.1093974113464355,-0.9990719556808472,0,340
2.160860300064087,-0.9992683529853821,0,350
1.7604085206985474,-0.9990886449813843,0,360
2.033797264099121,-0.9991438388824463,0,370
1.9656363725662231,-0.9991579055786133,0,380
1.858373761177063,-0.9991806745529175,0,390
1.9407461881637573,-0.9993119835853577,0,400
1.9080287218093872,-0.999335765838623,0,410
2.0575666427612305,-0.999340832233429,0,420
1.8505079746246338,-0.9992936849594116,0,430
1.994655728340149,-0.9993283748626709,0,440
2.0787997245788574,-0.9993222951889038,0,450
1.8429417610168457,-0.999315619468689,0,460
1.7425787448883057,-0.9994115829467773,0,470
1.9782614707946777,-0.9993573427200317,0,480
1.951401948928833,-0.999226450920105,0,490
1.6592687368392944,-0.9993044137954712,0,500
1.6770014762878418,-0.9993479251861572,0,510
1.6960928440093994,-0.9993331432342529,0,520
1.564305067062378,-0.9994469881057739,0,530
1.6802133321762085,-0.9995287656784058,0,540
1.7229111194610596,-0.9994421005249023,0,550
1.4469783306121826,-0.999467134475708,0,560
1.4330453872680664,-0.9994542598724365,0,570
1.6826047897338867,-0.9995636940002441,0,580
1.6142665147781372,-0.9995417594909668,0,590
1.7319685220718384,-0.9995003938674927,0,600
1.4531031847000122,-0.9995472431182861,0,610
1.662691354751587,-0.9995813369750977,0,620
1.5226094722747803,-0.9995526671409607,0,630
1.3352105617523193,-0.9994875192642212,1,636
1.2978861331939697,-0.9996007680892944,1,646
1.4851088523864746,-0.9995966553688049,1,656
1.5058567523956299,-0.9995636940002441,1,666
1.5615644454956055,-0.9995652437210083,1,676
1.567586898803711,-0.9995958805084229,1,686
1.4987366199493408,-0.999584972858429,1,696
1.2310311794281006,-0.9996153116226196,1,706
1.2800066471099854,-0.9995725750923157,1,716
1.3224523067474365,-0.9996606707572937,1,726
1.2765414714813232,-0.9996178150177002,1,736
1.2047297954559326,-0.9996802806854248,1,746
1.097538948059082,-0.9996386766433716,1,756
1.104720115661621,-0.9995895028114319,1,766
1.2204242944717407,-0.9995547533035278,1,776
1.209763765335083,-0.9996325373649597,1,786
1.1393218040466309,-0.9996523857116699,1,796
1.1609045267105103,-0.9996223449707031,1,806
1.1952025890350342,-0.9996821284294128,1,816
1.3354880809783936,-0.9996656775474548,1,826
1.128434419631958,-0.9996623992919922,1,836
1.2414805889129639,-0.9996419548988342,1,846
1.0423716306686401,-0.999730110168457,1,856
1.036144733428955,-0.9997254610061646,1,866
0.9538971781730652,-0.9996919631958008,1,876
1.224576711654663,-0.9997066259384155,1,886
1.1026654243469238,-0.9996975660324097,1,896
1.0948163270950317,-0.9997075796127319,1,906
0.9191383719444275,-0.9997029900550842,1,916
0.9802398085594177,-0.9997175931930542,1,926
1.046229362487793,-0.999657154083252,1,936
0.8958898782730103,-0.9996995329856873,1,946
0.9880934357643127,-0.9997361898422241,1,956
0.8377014398574829,-0.9997291564941406,1,966
1.0110212564468384,-0.9997305870056152,1,976
0.8239902853965759,-0.9997628927230835,1,986
0.9005338549613953,-0.9997367858886719,1,996
0.9616329669952393,-0.9997259974479675,1,1006
0.7923497557640076,-0.9997289180755615,1,1016
0.8511736392974854,-0.9997429847717285,1,1026
0.9272323250770569,-0.9997368454933167,1,1036
0.9505228996276855,-0.9997414350509644,1,1046
0.786594569683075,-0.9997637271881104,1,1056
0.8965648412704468,-0.9997659921646118,1,1066
0.955010712146759,-0.9997746348381042,1,1076
0.7783909440040588,-0.9997737407684326,1,1086
0.702547550201416,-0.9997386932373047,1,1096
0.7089611291885376,-0.9997509717941284,1,1106
0.7048671245574951,-0.999748945236206,1,1116
0.7749888896942139,-0.9997673034667969,1,1126
0.6337245106697083,-0.9997571706771851,1,1136
0.7487954497337341,-0.9997690916061401,1,1146
0.6909727454185486,-0.9997754096984863,1,1156
0.6717116236686707,-0.9997425079345703,1,1166
0.7796195149421692,-0.9997648000717163,1,1176
0.7127454876899719,-0.9997887015342712,1,1186
0.5745524168014526,-0.9997767210006714,1,1196
0.681414008140564,-0.9997806549072266,1,1206
0.6118134260177612,-0.9997575283050537,1,1216
0.7200393080711365,-0.9998024106025696,1,1226
0.644119918346405,-0.9998037219047546,1,1236
0.6290017366409302,-0.9998085498809814,1,1246
0.8204513788223267,-0.9997972249984741,1,1256
0.5166141986846924,-0.9998077750205994,1,1266
0.5736495852470398,-0.9998000264167786,2,1272
0.4907195568084717,-0.9998117089271545,2,1282
0.5546531677246094,-0.9998095035552979,2,1292
0.49669837951660156,-0.9998025894165039,2,1302
0.5447403192520142,-0.9998329877853394,2,1312
0.538943350315094,-0.9998019933700562,2,1322
0.5054699182510376,-0.9998190402984619,2,1332
0.46485328674316406,-0.9997943639755249,2,1342
0.4987756311893463,-0.9998190402984619,2,1352
0.46766066551208496,-0.9998112916946411,2,1362
0.5244683027267456,-0.9998223781585693,2,1372
0.41448038816452026,-0.9998210668563843,2,1382
0.47100239992141724,-0.9998133182525635,2,1392
0.4416690468788147,-0.9998149871826172,2,1402
0.3747085928916931,-0.9998111724853516,2,1412
0.3921436369419098,-0.9998103976249695,2,1422
0.39323797821998596,-0.9998314380645752,2,1432
0.3581086993217468,-0.9998441338539124,2,1442
0.4208908975124359,-0.9998428821563721,2,1452
0.39278078079223633,-0.9998422265052795,2,1462
0.3361378014087677,-0.9998266696929932,2,1472
0.32933279871940613,-0.9998342394828796,2,1482
0.3142765760421753,-0.9998311996459961,2,1492
0.3578701913356781,-0.9998247623443604,2,1502
0.3555634915828705,-0.9998345375061035,2,1512
0.4492377042770386,-0.9998400211334229,2,1522
0.3577272295951843,-0.9998335838317871,2,1532
0.36609113216400146,-0.9998387098312378,2,1542
0.24198146164417267,-0.9998304843902588,2,1552
0.3190397322177887,-0.9998382329940796,2,1562
0.27343058586120605,-0.9998598098754883,2,1572
0.326848566532135,-0.9998589754104614,2,1582
0.283395379781723,-0.9998301267623901,2,1592
0.2718547582626343,-0.9998306035995483,2,1602
0.277487188577652,-0.9998493790626526,2,1612
0.29707688093185425,-0.9998539686203003,2,1622
0.28307804465293884,-0.9998633861541748,2,1632
0.34764397144317627,-0.9998547434806824,2,1642
0.2260650247335434,-0.9998611807823181,2,1652
0.22503060102462769,-0.9998483657836914,2,1662
0.32291120290756226,-0.9998729228973389,2,1672
0.23199152946472168,-0.9998598694801331,2,1682
0.23119816184043884,-0.9998680949211121,2,1692
0.29884111881256104,-0.9998642802238464,2,1702
0.23285511136054993,-0.9998666644096375,2,1712
0.33190131187438965,-0.9998550415039062,2,1722
0.25090381503105164,-0.9998718500137329,2,1732
0.2299816906452179,-0.999861478805542,2,1742
0.19554726779460907,-0.9998519420623779,2,1752
0.20471535623073578,-0.9998518824577332,2,1762
0.1862429529428482,-0.99986332654953,2,1772
0.23012514412403107,-0.9998771548271179,2,1782
0.20071807503700256,-0.9998757839202881,2,1792
